80;10;4.1;160;20;50;82.8;67.6;87.2
10;10;3.92;20;20;50;26.8;11.6;31.2
24;30;3.9;24;30;33.3;18.9;8.8;21.9
20;30;3.8;20;30;33.3;17.9;7.7;20.8
20;5;3.85;80;20;50;50.8;35.6;55.2
15;5;0;0;20;50;42.8;27.6;47.2
10;5;3.61;60;30;33.3;28.5;18.4;31.5
80;10;4.13;160;20;50;82.8;67.6;87.2
38;20;0;38;20;50;34.0;18.8;38.4
50;30;0;50;30;33.3;25.867;15.73;28.9
